label;text
joy;made debut ullevi ifk gottenburg got good write paper
fear;year old woke on night found alon home mother gone bui cigaratt machin
sadness;found fail pass exam term on point fact exactli thing happen last term not help
disgust;tour asia present footbal team saw old european young asiat prostitut
joy;even class teacher got posit feedback atmospher good kind relax understand exist
fear;mischievi ring chemist s trade entranc doorbel get caught him
anger;sight man ran amok fight danc
sadness;work
disgust;mouth full bun drank directli packet milk turn week old complet separ took milk seep bun
guilt;boi shot dead squirrel
joy;accept supervisor student teacher notif came post
fear;involv car accid last novemb first fall snow lost control car spun round land opposit side road hard shoulder stop pole top bank slope stream
anger;job appoint committe headmast charg explain male teacher suitabl particular post year servic male teacher not taken consider could given less attract job thing gone wai headmast want
sadness;colleagu s year old daughter serious ill cancer year live heard week ago
joy;close friend met station middl night came back long tire journei
fear;quarrel boyfriend threaten leav me
anger;someon didn t show meet spite agre come
sadness;understood marriag fall apart decid legal separ
disgust;anti pornographi meet sampl film magazin shown
shame;comment children alcohol father
guilt;fail help march arrang women s dai although previous promis take part work
joy;abl bui new car lot problem
fear;car accid woke heap stone
anger;tri put tent year ago teas hinder cousin
sadness;grandfath di
shame;hit dog car didn t stop
guilt;car accid let year old incompet parson take wheel feel veri guilti happen even though suffer worst injuri
joy;admit certain school student
fear;father chronic deseas autumn veri strong fit seizur
anger;drunken friend mine beat anoth friend also drunk
sadness;didn t get certain job lillehamm want veri much
disgust;boss job fail keep promis someth knew extrem import me
shame;exam question veri specif knowledg ask
guilt;hit littl sisit head stone fight
joy;father manag begin new life divorc mother result new littl sister me
fear;near accid car drive fast ici road
anger;mother friend speak badli father separ brother sister allow listen
sadness;bore school not abl marri children
disgust;mother s new husband treat brother sister badli
shame;steal mother s purs littl boi
joy;hospit visit someon quit unexpect
fear;hunt lost fog mountain
anger;accus misdemeanour unjustli
sadness;girlfriend left me
disgust;slaughter anim
shame;enter wrong room got bed someon alreadi sleep
guilt;fail show agre date
joy;final manag get specif sound guitar bave tri long time
fear;climb mountain got stuck realiz could get neither down
anger;meet gener domin person social occas
sadness;discov lillehamm provid music environ suit tast even though told so
disgust;can t describ disgust situat
shame;cast gener elect result norwai get conserv govern
guilt;friend mine shot head told other would so
joy;children born
fear;almost ran small boi suddenli front car
anger;father phone come home vacat sinc longer time look garden anim
sadness;told good friend serious ill
disgust;learn rel spread rumour me
shame;talk badli person friend discov daughter listen
guilt;ex husband left hous children cri not come back
joy;special friend said love you first time
fear;watch crime show tv take dog walk then suddenli man porch we live distanc awai peopl
anger;car suddenli broke
sadness;earlier friend spread neg rumour me
disgust;certain person seen make cring feel disgust
shame;cheat get best grade test grade
guilt;kitten wander offic told take back across street cross back kitten follow run kill car
joy;term paper evalu
fear;see terror movi cinema scare couldn t even drive car garag often thought film afterward hope thing couldn t exist real world
anger;angri brother make fun me teas me
sadness;gradmoth di
shame;overreact toward mother felt asham afterward
guilt;parent work veri hard get tire school studi instead help them feel i m let down disappoint them
joy;got touch earlier friend long absenc
fear;lost wai trip mountain
anger;subject unfair treatment work group someon bend rule protect boss result work other
sadness;death close friend
disgust;confront person neg thought peopl social statu belief color outlook life perspect
shame;feel inadequ group situat unabl convei thought feel
guilt;fail complet work task within agre time
joy;receiv much want letter veri good friend live abroad
fear;get back result test school work veri hard worri not succeed
anger;on best friend accus give earli problem casual remark side angri hurt
sadness;realiz school soon over differ wai perhap never meet friend year
disgust;public swim hall saw veri aggress man practic attack children got wai swim
shame;make veri strong statement infidel coupl discov on best friend veri sad case mutual infidel listen
guilt;plan trip south easter togeth friend veri sorri chang mind decid not all
joy;friend hadn t seen year sent small present
fear;on dark night street light car obvious follow me
anger;subject fals accus got veri angri
sadness;told good friend couldn t friend relationship anoth girl
disgust;difficult sinc don t rememb feel disgust toward anyon
shame;don t lectur often feel asham
guilt;veri angri girlfriend interf littl much person affair told rather strongli start cry
joy;fiance travel visit me hadn t seen month
fear;beaten privat new year s parti onc fault mine
anger;felt unfairli treat airport told us differ counter for domest traffic onli
sadness;grandmoth di
disgust;murder two girl school trip berlin and sexual crime gener coupl year ago
shame;take part mob on best friend primari school
guilt;secretli tri smoke first time year old
joy;person veri fond of return me
fear;not applic myself
anger;student work group show respons interest work
sadness;veri close friend left me
disgust;peopl unfairli treat nation colour
shame;take part mob girl class primari school
guilt;not applic myself
joy;close acquaintac cri me felt happi somebodi care
fear;letter boyfriend began wai thought go end relationship afraid read rest
anger;nephew deaf also hyperact boi respons look full dai veri tire suddenli grab knife stab leg got angri didn t feel pain
